02/08/18|10:00|000010102|St. John's|-4|OZONE|PPB|36|Newfoundland & Labrador DEC
02/08/18|10:00|000010401|Mount Pearl|-4|OZONE|PPB|37|Newfoundland & Labrador DEC
02/08/18|10:00|000010401|Mount Pearl|-4|PM2.5|UG/M3|6|Newfoundland & Labrador DEC
02/08/18|10:00|000010501|Grand Falls Windsor|-4|OZONE|PPB|22|Newfoundland & Labrador DEC
02/08/18|10:00|000010601|Goose Bay|-4|OZONE|PPB|36|Canadian Air and Precipitation Monitoring Network
02/08/18|10:00|000010801|Port au Choix|-4|OZONE|PPB|22|Newfoundland & Labrador DEC
02/08/18|10:00|000020104|CHARLOTTETOWN|-4|NO|PPB|0|Environment Canada
02/08/18|10:00|000020104|CHARLOTTETOWN|-4|NO2|PPB|2|Environment Canada
02/08/18|10:00|000020104|CHARLOTTETOWN|-4|OZONE|PPB|31|Environment Canada
02/08/18|10:00|000020104|CHARLOTTETOWN|-4|PM2.5|UG/M3|7|Environment Canada
02/08/18|10:00|000020104|CHARLOTTETOWN|-4|SO2|PPB|0|Environment Canada
02/08/18|10:00|000020301|WELLINGTON|-4|NO|PPB|0|Environment Canada
02/08/18|10:00|000020301|WELLINGTON|-4|NO2|PPB|1|Environment Canada
02/08/18|10:00|000020301|WELLINGTON|-4|OZONE|PPB|40|Environment Canada
02/08/18|10:00|000020301|WELLINGTON|-4|PM2.5|UG/M3|6|Environment Canada
02/08/18|10:00|000020401|SOUTHAMPTON|-4|NO|PPB|0|Environment Canada
02/08/18|10:00|000020401|SOUTHAMPTON|-4|NO2|PPB|1|Environment Canada
02/08/18|10:00|000020401|SOUTHAMPTON|-4|OZONE|PPB|38|Environment Canada
02/08/18|10:00|000020401|SOUTHAMPTON|-4|PM2.5|UG/M3|4|Environment Canada
02/08/18|10:00|000030120|Lake Major|-4|NO|PPB|0|Environment Canada
02/08/18|10:00|000030120|Lake Major|-4|OZONE|PPB|37|Environment Canada
02/08/18|10:00|000030201|PORT HAWKESBURY|-4|NO|PPB|0|Environment Canada
02/08/18|10:00|000030201|PORT HAWKESBURY|-4|NO2|PPB|0|Environment Canada
02/08/18|10:00|000030201|PORT HAWKESBURY|-4|OZONE|PPB|45|Environment Canada
02/08/18|10:00|000030201|PORT HAWKESBURY|-4|PM2.5|UG/M3|2|Environment Canada
02/08/18|10:00|000030310|SYDNEY|-4|NO|PPB|1|Environment Canada
02/08/18|10:00|000030310|SYDNEY|-4|NO2|PPB|1|Environment Canada
02/08/18|10:00|000030310|SYDNEY|-4|OZONE|PPB|44|Environment Canada
02/08/18|10:00|000030310|SYDNEY|-4|PM2.5|UG/M3|2|Environment Canada
02/08/18|10:00|000030310|SYDNEY|-4|SO2|PPB|2|Environment Canada
02/08/18|10:00|000030501|Kejimkujik National |-4|OZONE|PPB|36|Canadian Air and Precipitation Monitoring Network
02/08/18|10:00|000030701|AYLESFORD MOUNTAIN|-4|OZONE|PPB|36|Environment Canada
02/08/18|10:00|000030701|AYLESFORD MOUNTAIN|-4|PM2.5|UG/M3|8|Environment Canada
02/08/18|10:00|000030801|DAYTON|-4|OZONE|PPB|29|Environment Canada
02/08/18|10:00|000030901|PICTOU|-4|NO|PPB|-1|Environment Canada
02/08/18|10:00|000030901|PICTOU|-4|NO2|PPB|0|Environment Canada
02/08/18|10:00|000030901|PICTOU|-4|OZONE|PPB|39|Environment Canada
02/08/18|10:00|000031101|KENTVILLE|-4|OZONE|PPB|36|Environment Canada
02/08/18|10:00|000040203|FOREST HILLS|-4|OZONE|PPB|36|Environment Canada
02/08/18|10:00|000040203|FOREST HILLS|-4|PM2.5|UG/M3|10|Environment Canada
02/08/18|10:00|000040209|CASTLE ST. SAINT JO|-4|PM2.5|UG/M3|4|Environment Canada
02/08/18|10:00|000040302|MONCTON|-4|NO2|PPB|2|Environment Canada
02/08/18|10:00|000040302|MONCTON|-4|OZONE|PPB|28|Environment Canada
02/08/18|10:00|000040302|MONCTON|-4|PM2.5|UG/M3|6|Environment Canada
02/08/18|10:00|000040901|ST ANDREWS|-4|OZONE|PPB|35|Environment Canada
02/08/18|10:00|000040901|ST ANDREWS|-4|PM2.5|UG/M3|14|Environment Canada
02/08/18|10:00|000041201|Lower Newcastle|-4|OZONE|PPB|41|Environment Canada
02/08/18|10:00|000041302|BATHURST|-4|NO2|PPB|5|Environment Canada
02/08/18|10:00|000041302|BATHURST|-4|OZONE|PPB|32|Environment Canada
02/08/18|10:00|000041302|BATHURST|-4|PM2.5|UG/M3|0|Environment Canada
02/08/18|10:00|000050113|Chomedey|-5|OZONE|PPB|8|Meteorological Service of Canada
02/08/18|10:00|000050119|Bourassa|-5|OZONE|PPB|9|Meteorological Service of Canada
02/08/18|10:00|000050308|Des Sables|-5|OZONE|PPB|5|Meteorological Service of Canada
02/08/18|10:00|000050311|Parc Primavere|-5|NO2|PPB|13|Environment Canada
02/08/18|10:00|000050311|Parc Primavere|-5|OZONE|PPB|23|Environment Canada
02/08/18|10:00|000050311|Parc Primavere|-5|PM2.5|UG/M3|12|Environment Canada
02/08/18|10:00|000050404|Parc Cambron|-5|OZONE|PPB|30|Meteorological Service of Canada
02/08/18|10:00|000050604|Parc Tremblay|-5|OZONE|PPB|23|Meteorological Service of Canada
02/08/18|10:00|000051501|Zéphirin|-5|OZONE|PPB|35|Meteorological Service of Canada
02/08/18|10:00|000051501|Zéphirin|-5|PM2.5|UG/M3|14|Meteorological Service of Canada
02/08/18|10:00|000052001|Charette|-5|OZONE|PPB|34|Meteorological Service of Canada
02/08/18|10:00|000052201|Brossard|-5|OZONE|PPB|22|Meteorological Service of Canada
02/08/18|10:00|000052301|Saint-Faustin|-5|OZONE|PPB|32|Meteorological Service of Canada
02/08/18|10:00|000052301|Saint-Faustin|-5|PM2.5|UG/M3|8|Meteorological Service of Canada
02/08/18|10:00|000052401|La Pêche|-5|OZONE|PPB|29|Meteorological Service of Canada
02/08/18|10:00|000053201|PÉMONCA|-5|OZONE|PPB|26|Meteorological Service of Canada
02/08/18|10:00|000053301|Deschambault|-5|OZONE|PPB|31|Meteorological Service of Canada
02/08/18|10:00|000053401|Catherine|-5|OZONE|PPB|1|Meteorological Service of Canada
02/08/18|10:00|000053501|François|-5|OZONE|PPB|30|Meteorological Service of Canada
02/08/18|10:00|000053601|N.-D.-du-Rosaire|-5|OZONE|PPB|32|Meteorological Service of Canada
02/08/18|10:00|000053701|HILAIRE|-5|OZONE|PPB|36|Meteorological Service of Canada
02/08/18|10:00|000053801|Tingwick|-5|OZONE|PPB|33|Meteorological Service of Canada
02/08/18|10:00|000053901|Édouard|-5|OZONE|PPB|0|Meteorological Service of Canada
02/08/18|10:00|000054201|Chapais|-5|OZONE|PPB|24|Canadian Air and Precipitation Monitoring Network
02/08/18|10:00|000054703|Bécancour (Aréna)|-5|PM2.5|UG/M3|14|Meteorological Service of Canada
02/08/18|10:00|000054901|Ditton|-5|OZONE|PPB|33|Meteorological Service of Canada
02/08/18|10:00|000055001|Mont-Saint-Michel|-5|OZONE|PPB|27|Meteorological Service of Canada
02/08/18|10:00|000055501|Frelighsburg|-5|OZONE|PPB|31|Canadian Air and Precipitation Monitoring Network
02/08/18|10:00|000060104|Ottawa|-5|OZONE|PPB|18|Ontario Ministry of the Environment
02/08/18|10:00|000060104|Ottawa|-5|PM2.5|UG/M3|7|Ontario Ministry of the Environment
02/08/18|10:00|000060204|Windsor Downtown|-5|OZONE|PPB|19|Ontario Ministry of the Environment
02/08/18|10:00|000060204|Windsor Downtown|-5|PM2.5|UG/M3|12|Ontario Ministry of the Environment
02/08/18|10:00|000060304|Kingston|-5|OZONE|PPB|11|Ontario Ministry of the Environment
02/08/18|10:00|000060304|Kingston|-5|PM2.5|UG/M3|6|Ontario Ministry of the Environment
02/08/18|10:00|000060424|Toronto Downtown|-5|OZONE|PPB|9|Ontario Ministry of the Environment
02/08/18|10:00|000060424|Toronto Downtown|-5|PM2.5|UG/M3|9|Ontario Ministry of the Environment
02/08/18|10:00|000060512|Hamilton Downtown|-5|OZONE|PPB|19|Ontario Ministry of the Environment
02/08/18|10:00|000060512|Hamilton Downtown|-5|PM2.5|UG/M3|10|Ontario Ministry of the Environment
02/08/18|10:00|000060610|Sudbury|-5|OZONE|PPB|1|Ontario Ministry of the Environment
02/08/18|10:00|000060610|Sudbury|-5|PM2.5|UG/M3|9|Ontario Ministry of the Environment
02/08/18|10:00|000060709|Sault Ste Marie|-5|OZONE|PPB|15|Ontario Ministry of the Environment
02/08/18|10:00|000060709|Sault Ste Marie|-5|PM2.5|UG/M3|10|Ontario Ministry of the Environment
02/08/18|10:00|000060904|London|-5|OZONE|PPB|7|Ontario Ministry of the Environment
02/08/18|10:00|000060904|London|-5|PM2.5|UG/M3|10|Ontario Ministry of the Environment
